year,country_trans,bgs_commodity_trans,Mass of Pb,concat_figure_notes_text,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
2015,Guatemala,"lead, mine",10153,,,,,,,,,,,,,
2015,Slovenia,"lead, refined",12000,Estimates.,,,,,,,,,,,,
2015,Serbia,"lead, refined",6000,,,,,,,,,,,,,
2015,Philippines,"lead, refined",28000,,,,,,,,,,,,,
2015,Sri Lanka,"lead, refined",2548,Years ended 31 March following that stated.,,,,,,,,,,,,
2015,USA,"lead, mine",360000,,,,,,,,,,,,,
2015,Argentina,"lead, refined",42000,,,,,,,,,,,,,
2015,Senegal,"lead, refined",1857,Years ended 31 March following that stated.,,,,,,,,,,,,
2015,Slovakia,"lead, refined",3155,,,,,,,,,,,,,
2015,India,"lead, refined",503000,,,,,,,,,,,,,
2015,Turkey,"lead, refined",56000,,,,,,,,,,,,,
2015,Indonesia,"lead, refined",46000,Estimates.,,,,,,,,,,,,
2015,Spain,"lead, mine",1598,,,,,,,,,,,,,
2015,Taiwan,"lead, refined",46000,,,,,,,,,,,,,
2015,United Kingdom,"lead, refined",357200,,,,,,,,,,,,,
2015,Pakistan,"lead, mine",100,Estimates.,,,,,,,,,,,,
2015,South Africa,"lead, mine",34573,,,,,,,,,,,,,
2015,Guatemala,"lead, refined",12000,Estimates.,,,,,,,,,,,,
2015,Sweden,"lead, refined",71293,,,,,,,,,,,,,
2015,Turkey,"lead, mine",77110,,,,,,,,,,,,,
2015,United Arab Emirates,"lead, refined",18000,,,,,,,,,,,,,
2015,Algeria,"lead, refined",18000,,,,,,,,,,,,,
2016,Slovakia,"lead, refined",110,,,,,,,,,,,,,
2016,Serbia,"lead, refined",6000,,,,,,,,,,,,,
2016,Philippines,"lead, refined",14000,,,,,,,,,,,,,
2016,South Africa,"lead, mine",39344,,,,,,,,,,,,,
2016,Saudi Arabia,"lead, refined",60000,,,,,,,,,,,,,
2016,Pakistan,"lead, refined",100,,,,,,,,,,,,,
2016,Indonesia,"lead, refined",48000,Estimates.,,,,,,,,,,,,
2016,Sri Lanka,"lead, refined",3006,Years ended 31 March following that stated.,,,,,,,,,,,,
2016,Pakistan,"lead, mine",1196,,,,,,,,,,,,,
2016,Algeria,"lead, refined",8000,,,,,,,,,,,,,
2016,Slovenia,"lead, refined",12000,,,,,,,,,,,,,
2016,Turkey,"lead, mine",64300,Estimates.,,,,,,,,,,,,
2016,United Kingdom,"lead, refined",310000,,,,,,,,,,,,,
2016,Guatemala,"lead, refined",12000,Estimates.,,,,,,,,,,,,
2016,Russia,"lead, refined",130000,,,,,,,,,,,,,
2016,Poland,"lead, mine",62750,,,,,,,,,,,,,
2016,Romania,"lead, mine",0,Estimates.,,,,,,,,,,,,
2016,Guatemala,"lead, mine",9970,,,,,,,,,,,,,
2016,Argentina,"lead, refined",38300,,,,,,,,,,,,,
2016,Iran,"lead, mine",47000,,,,,,,,,,,,,
2016,Slovakia,"lead, mine",133,,,,,,,,,,,,,
2016,United Arab Emirates,"lead, refined",22000,,,,,,,,,,,,,
2016,Senegal,"lead, refined",3576,Years ended 31 March following that stated.,,,,,,,,,,,,
2016,Turkey,"lead, refined",58000,,,,,,,,,,,,,
2016,Peru,"lead, mine",314422,,,,,,,,,,,,,
2016,Spain,"lead, mine",4946,,,,,,,,,,,,,
2016,Indonesia,"lead, mine",5300,Estimates.,,,,,,,,,,,,
2016,India,"lead, refined",528000,,,,,,,,,,,,,
2016,Taiwan,"lead, refined",48000,,,,,,,,,,,,,
2016,Sweden,"lead, refined",74367,,,,,,,,,,,,,
2016,USA,"lead, mine",336000,,,,,,,,,,,,,
2016,Uzbekistan,"lead, mine",30000,,,,,,,,,,,,,
2016,China,"lead, refined",4603884,,,,,,,,,,,,,
2016,Thailand,"lead, refined",86000,,,,,,,,,,,,,
2016,USA,"lead, refined",1110000,Excluding lead content of primary antimonial lead.,,,,,,,,,,,,
2016,Sweden,"lead, mine",75830,,,,,,,,,,,,,
2016,Chile,"lead, refined",11000,,,,,,,,,,,,,
2016,South Africa,"lead, refined",54000,Estimates.,,,,,,,,,,,,
2016,Malaysia,"lead, refined",28000,,,,,,,,,,,,,
2016,Finland,"lead, mine",0,,,,,,,,,,,,,
2016,Argentina,"lead, mine",28016,,,,,,,,,,,,,
2016,Tajikistan,"lead, mine",53480,,,,,,,,,,,,,
2016,"Korea, Dem. P.R. of","lead, refined",93000,,,,,,,,,,,,,
2016,Netherlands,"lead, refined",33000,,,,,,,,,,,,,
2016,Japan,"lead, refined",199090,,,,,,,,,,,,,
2016,Honduras,"lead, mine",3985,,,,,,,,,,,,,
2016,Venezuela,"lead, refined",15600,,,,,,,,,,,,,
2016,"Ireland, Republic of","lead, refined",18000,,,,,,,,,,,,,
2016,Romania,"lead, refined",17000,,,,,,,,,,,,,
2016,United Kingdom,"lead, mine",100,Estimates.|By-product of Pennine fluorspar operations.,,,,,,,,,,,,
2016,Peru,"lead, refined",10000,,,,,,,,,,,,,
2016,Estonia,"lead, refined",8348,,,,,,,,,,,,,
2016,Korea (Rep. of),"lead, mine",2840,,,,,,,,,,,,,
2016,Tanzania,"lead, refined",0,,,,,,,,,,,,,
2016,Czech Republic,"lead, refined",43000,Estimates.,,,,,,,,,,,,
2016,Kosovo,"lead, mine",6530,,,,,,,,,,,,,
2016,Bolivia,"lead, mine",89906,,,,,,,,,,,,,
2016,Myanmar,"lead, refined",6100,Estimates.,,,,,,,,,,,,
2016,"Korea, Dem. P.R. of","lead, mine",32116,,,,,,,,,,,,,
2016,Nigeria,"lead, mine",13300,Estimates.,,,,,,,,,,,,
2016,"Ireland, Republic of","lead, mine",19582,,,,,,,,,,,,,
2016,Bolivia,"lead, refined",41,,,,,,,,,,,,,
2016,Egypt,"lead, refined",25000,Estimates.,,,,,,,,,,,,
2016,Ghana,"lead, refined",1823,Years ended 31 March following that stated.,,,,,,,,,,,,
2016,Australia,"lead, mine",441338,,,,,,,,,,,,,
2016,Honduras,"lead, refined",0,,,,,,,,,,,,,
2016,Spain,"lead, refined",168800,,,,,,,,,,,,,
2016,Iran,"lead, refined",130000,,,,,,,,,,,,,
2016,Poland,"lead, refined",154900,,,,,,,,,,,,,
2016,Kazakhstan,"lead, mine",70500,,,,,,,,,,,,,
2016,Ukraine,"lead, refined",28465,,,,,,,,,,,,,
2016,Nigeria,"lead, refined",9000,,,,,,,,,,,,,
2016,Portugal,"lead, mine",4126,,,,,,,,,,,,,
2016,Australia,"lead, refined",223700,,,,,,,,,,,,,
2016,Croatia,"lead, refined",3900,Estimates.,,,,,,,,,,,,
2016,Russia,"lead, mine",204300,,,,,,,,,,,,,
2016,Canada,"lead, refined",274226,,,,,,,,,,,,,
2016,Bulgaria,"lead, mine",19688,,,,,,,,,,,,,
2016,Uganda,"lead, refined",800,Estimates.,,,,,,,,,,,,
2016,Lebanon,"lead, refined",11300,Estimates.,,,,,,,,,,,,
2016,Zambia,"lead, refined",5000,Estimates.,,,,,,,,,,,,
2016,Chile,"lead, mine",1110,,,,,,,,,,,,,
2016,Greece,"lead, mine",14300,,,,,,,,,,,,,
2016,Vietnam,"lead, refined",25000,Estimates.,,,,,,,,,,,,
2016,India,"lead, mine",150964,Years ended 31 March following that stated.,,,,,,,,,,,,
2016,Bosnia & Herzegovina,"lead, mine",6800,,,,,,,,,,,,,
2016,Bosnia & Herzegovina,"lead, refined",182,,,,,,,,,,,,,
2016,Portugal,"lead, refined",8000,,,,,,,,,,,,,
2016,Vietnam,"lead, mine",700,Estimates.,,,,,,,,,,,,
2016,Montenegro,"lead, mine",3600,,,,,,,,,,,,,
2016,Serbia,"lead, mine",3500,,,,,,,,,,,,,
2016,Cuba,"lead, refined",5000,,,,,,,,,,,,,
2016,Mexico,"lead, mine",242071,,,,,,,,,,,,,
2016,Bulgaria,"lead, refined",100817,,,,,,,,,,,,,
2016,Namibia,"lead, mine",6116,,,,,,,,,,,,,
2016,Myanmar,"lead, mine",20322,Years ended 31 March following that stated.,,,,,,,,,,,,
2016,Austria,"lead, refined",25000,,,,,,,,,,,,,
2016,Italy,"lead, refined",187200,,,,,,,,,,,,,
2016,Belgium,"lead, refined",142123,,,,,,,,,,,,,
2016,Germany,"lead, refined",339000,,,,,,,,,,,,,
2016,Morocco,"lead, refined",11000,Estimates.,,,,,,,,,,,,
2016,Colombia,"lead, refined",42000,Estimates.,,,,,,,,,,,,
2016,China,"lead, mine",2337485,,,,,,,,,,,,,
2016,Kazakhstan,"lead, refined",134144,,,,,,,,,,,,,
2016,Israel,"lead, refined",24128,,,,,,,,,,,,,
2016,Brazil,"lead, mine",9015,,,,,,,,,,,,,
2016,North Macedonia,"lead, mine",31034,,,,,,,,,,,,,
2016,"Congo, Democratic Republic","lead, mine",100,,,,,,,,,,,,,
2016,Mozambique,"lead, refined",2844,Years ended 31 March following that stated.,,,,,,,,,,,,
2016,France,"lead, refined",70000,,,,,,,,,,,,,
2016,Morocco,"lead, mine",29617,,,,,,,,,,,,,
2016,Kenya,"lead, refined",1100,,,,,,,,,,,,,
2016,Greece,"lead, refined",28000,,,,,,,,,,,,,
2016,Korea (Rep. of),"lead, refined",812500,,,,,,,,,,,,,
2016,Canada,"lead, mine",12020,,,,,,,,,,,,,
2016,Laos,"lead, mine",200,Estimates.,,,,,,,,,,,,
2016,Mongolia,"lead, mine",4700,,,,,,,,,,,,,
2016,Dominican Republic,"lead, refined",8000,Estimates.,,,,,,,,,,,,
2016,Brazil,"lead, refined",176216,,,,,,,,,,,,,
2016,Mexico,"lead, refined",401400,,,,,,,,,,,,,
2016,Nepal,"lead, mine",0,Years ended 15 July of that shown.,,,,,,,,,,,,
2016,Costa Rica,"lead, refined",8000,Estimates.,,,,,,,,,,,,
2016,Cuba,"lead, mine",0,,,,,,,,,,,,,
2017,Italy,"lead, refined",173700,,,,,,,,,,,,,
2017,Mozambique,"lead, refined",3828,Years ended 31 March following that stated.,,,,,,,,,,,,
2017,Greece,"lead, refined",28000,Estimates.,,,,,,,,,,,,
2017,Myanmar,"lead, mine",20322,Years ended 31 March following that stated.,,,,,,,,,,,,
2017,Morocco,"lead, refined",8000,,,,,,,,,,,,,
2017,Colombia,"lead, refined",43000,Estimates.,,,,,,,,,,,,
2017,"Congo, Democratic Republic","lead, mine",0,,,,,,,,,,,,,
2017,Morocco,"lead, mine",38009,,,,,,,,,,,,,
2017,Canada,"lead, mine",20477,,,,,,,,,,,,,
2017,Mongolia,"lead, mine",7400,,,,,,,,,,,,,
2017,Mexico,"lead, refined",422800,,,,,,,,,,,,,
2017,Costa Rica,"lead, refined",10400,,,,,,,,,,,,,
2017,Namibia,"lead, mine",6577,,,,,,,,,,,,,
2017,Bulgaria,"lead, refined",103105,,,,,,,,,,,,,
2017,Mexico,"lead, mine",243022,,,,,,,,,,,,,
2017,Cuba,"lead, mine",1500,Estimates.,,,,,,,,,,,,
2017,Cuba,"lead, refined",5000,,,,,,,,,,,,,
2017,Nepal,"lead, mine",3900,Years ended 15 July of that shown.,,,,,,,,,,,,
2017,Brazil,"lead, refined",243000,,,,,,,,,,,,,
2017,Laos,"lead, mine",700,Estimates.,,,,,,,,,,,,
2017,Korea (Rep. of),"lead, refined",806600,,,,,,,,,,,,,
2017,Dominican Republic,"lead, refined",7000,Estimates.,,,,,,,,,,,,
2017,Kenya,"lead, refined",1400,,,,,,,,,,,,,
2017,France,"lead, refined",70000,Estimates.,,,,,,,,,,,,
2017,Israel,"lead, refined",25261,,,,,,,,,,,,,
2017,North Macedonia,"lead, mine",39635,,,,,,,,,,,,,
2017,Georgia,"lead, mine",0,,,,,,,,,,,,,
2017,Kazakhstan,"lead, refined",147328,,,,,,,,,,,,,
2017,Brazil,"lead, mine",6157,,,,,,,,,,,,,
2017,Venezuela,"lead, refined",15600,,,,,,,,,,,,,
2017,Germany,"lead, refined",354000,,,,,,,,,,,,,
2017,Belgium,"lead, refined",138606,,,,,,,,,,,,,
2017,Austria,"lead, refined",26000,Estimates.,,,,,,,,,,,,
2017,China,"lead, mine",1852200,,,,,,,,,,,,,
2017,Saudi Arabia,"lead, refined",72000,,,,,,,,,,,,,
2017,Poland,"lead, mine",73530,,,,,,,,,,,,,
2017,Senegal,"lead, refined",3424,Years ended 31 March following that stated.,,,,,,,,,,,,
2017,Pakistan,"lead, refined",5000,,,,,,,,,,,,,
2017,Guatemala,"lead, refined",12000,Estimates.,,,,,,,,,,,,
2017,India,"lead, refined",573000,,,,,,,,,,,,,
2017,Turkey,"lead, mine",75000,Estimates.,,,,,,,,,,,,
2017,Turkey,"lead, refined",58000,Estimates.,,,,,,,,,,,,
2017,United Kingdom,"lead, refined",309000,,,,,,,,,,,,,
2017,Peru,"lead, mine",306784,,,,,,,,,,,,,
2017,Sri Lanka,"lead, refined",4500,Years ended 31 March following that stated.,,,,,,,,,,,,
2017,Taiwan,"lead, refined",48000,,,,,,,,,,,,,
2017,Philippines,"lead, refined",10000,Estimates.,,,,,,,,,,,,
2017,Slovenia,"lead, refined",12000,,,,,,,,,,,,,
2017,USA,"lead, mine",310000,,,,,,,,,,,,,
2017,Indonesia,"lead, mine",7900,Estimates.,,,,,,,,,,,,
2017,Algeria,"lead, refined",9000,Estimates.,,,,,,,,,,,,
2017,Sweden,"lead, refined",78241,,,,,,,,,,,,,
2017,Pakistan,"lead, mine",3047,,,,,,,,,,,,,
2017,Indonesia,"lead, refined",46000,Estimates.,,,,,,,,,,,,
2017,Serbia,"lead, refined",15000,Estimates.,,,,,,,,,,,,
2017,Slovakia,"lead, refined",9000,,,,,,,,,,,,,
2017,Iran,"lead, mine",48000,,,,,,,,,,,,,
2017,Slovakia,"lead, mine",147,,,,,,,,,,,,,
2017,South Africa,"lead, mine",48150,,,,,,,,,,,,,
2017,Guatemala,"lead, mine",4200,,,,,,,,,,,,,
2017,Spain,"lead, mine",3258,,,,,,,,,,,,,
2017,Argentina,"lead, refined",43600,,,,,,,,,,,,,
2017,Romania,"lead, mine",900,,,,,,,,,,,,,
2017,Russia,"lead, refined",140000,,,,,,,,,,,,,
2017,United Arab Emirates,"lead, refined",25000,,,,,,,,,,,,,
2017,Portugal,"lead, refined",10000,,,,,,,,,,,,,
2017,Serbia,"lead, mine",3200,,,,,,,,,,,,,
2017,Lebanon,"lead, refined",11900,Estimates.,,,,,,,,,,,,
2017,Bosnia & Herzegovina,"lead, refined",25,,,,,,,,,,,,,
2017,Honduras,"lead, refined",4500,,,,,,,,,,,,,
2017,Thailand,"lead, refined",88000,,,,,,,,,,,,,
2017,Montenegro,"lead, mine",3110,,,,,,,,,,,,,
2017,Bulgaria,"lead, mine",16099,,,,,,,,,,,,,
2017,Honduras,"lead, mine",6761,,,,,,,,,,,,,
2017,Romania,"lead, refined",24000,,,,,,,,,,,,,
2017,Czech Republic,"lead, refined",43000,,,,,,,,,,,,,
2017,Russia,"lead, mine",204700,,,,,,,,,,,,,
2017,Spain,"lead, refined",188400,,,,,,,,,,,,,
2017,Argentina,"lead, mine",40135,,,,,,,,,,,,,
2017,Korea (Rep. of),"lead, mine",3762,,,,,,,,,,,,,
2017,Egypt,"lead, refined",26000,Estimates.,,,,,,,,,,,,
2017,Myanmar,"lead, refined",12100,Estimates.,,,,,,,,,,,,
2017,Vietnam,"lead, refined",31200,Estimates.,,,,,,,,,,,,
2017,Vietnam,"lead, mine",3800,Estimates.,,,,,,,,,,,,
2017,Chile,"lead, refined",12000,,,,,,,,,,,,,
2017,"Korea, Dem. P.R. of","lead, refined",93000,,,,,,,,,,,,,
2017,Netherlands,"lead, refined",36000,,,,,,,,,,,,,
2017,Malaysia,"lead, refined",30000,Estimates.,,,,,,,,,,,,
2017,Estonia,"lead, refined",9606,,,,,,,,,,,,,
2017,"Korea, Dem. P.R. of","lead, mine",32621,,,,,,,,,,,,,
2017,Nigeria,"lead, mine",21000,Estimates.,,,,,,,,,,,,
2017,Australia,"lead, mine",395190,,,,,,,,,,,,,
2017,Kazakhstan,"lead, mine",111200,,,,,,,,,,,,,
2017,Kosovo,"lead, mine",5142,,,,,,,,,,,,,
2017,Chile,"lead, mine",1562,,,,,,,,,,,,,
2017,Australia,"lead, refined",211200,,,,,,,,,,,,,
2017,Uzbekistan,"lead, refined",26000,Estimates.,,,,,,,,,,,,
2017,Uzbekistan,"lead, mine",26000,,,,,,,,,,,,,
2017,Nigeria,"lead, refined",8000,Estimates.,,,,,,,,,,,,
2017,USA,"lead, refined",1140000,Excluding lead content of primary antimonial lead.,,,,,,,,,,,,
2017,South Africa,"lead, refined",56000,Estimates.,,,,,,,,,,,,
2017,Zambia,"lead, refined",4000,,,,,,,,,,,,,
2017,Japan,"lead, refined",199418,,,,,,,,,,,,,
2017,Tajikistan,"lead, mine",57100,,,,,,,,,,,,,
2017,Sweden,"lead, mine",71112,,,,,,,,,,,,,
2017,Oman,"lead, refined",5,,,,,,,,,,,,,
2017,"Ireland, Republic of","lead, refined",17500,,,,,,,,,,,,,
2017,United Kingdom,"lead, mine",100,Estimates.|By-product of Pennine fluorspar operations.,,,,,,,,,,,,
2017,Peru,"lead, refined",15000,,,,,,,,,,,,,
2017,Finland,"lead, mine",0,,,,,,,,,,,,,
2017,Tanzania,"lead, refined",0,,,,,,,,,,,,,
2017,China,"lead, refined",4726200,,,,,,,,,,,,,
2017,Bolivia,"lead, mine",113285,,,,,,,,,,,,,
2017,"Ireland, Republic of","lead, mine",17083,,,,,,,,,,,,,
2017,Bolivia,"lead, refined",1100,,,,,,,,,,,,,
2017,Ghana,"lead, refined",1150,Years ended 31 March following that stated.,,,,,,,,,,,,
2017,Croatia,"lead, refined",4300,Estimates.,,,,,,,,,,,,
2017,Iran,"lead, refined",132000,,,,,,,,,,,,,
2017,Ukraine,"lead, refined",33633,,,,,,,,,,,,,
2017,Poland,"lead, refined",157000,,,,,,,,,,,,,
2017,Portugal,"lead, mine",5164,,,,,,,,,,,,,
2017,Canada,"lead, refined",274061,,,,,,,,,,,,,
2017,Uganda,"lead, refined",800,Estimates.,,,,,,,,,,,,
2017,India,"lead, mine",173789,Years ended 31 March following that stated.,,,,,,,,,,,,
2017,Greece,"lead, mine",12600,,,,,,,,,,,,,
2017,Bosnia & Herzegovina,"lead, mine",7100,,,,,,,,,,,,,
2018,Malaysia,"lead, refined",35000,Estimates.,,,,,,,,,,,,
2018,Spain,"lead, refined",190000,,,,,,,,,,,,,
2018,Zambia,"lead, refined",5004,,,,,,,,,,,,,
2018,Sweden,"lead, mine",64751,,,,,,,,,,,,,
2018,Czech Republic,"lead, refined",43000,Estimates.,,,,,,,,,,,,
2018,Egypt,"lead, refined",26000,Estimates.,,,,,,,,,,,,
2018,Chile,"lead, refined",15000,,,,,,,,,,,,,
2018,Estonia,"lead, refined",7393,,,,,,,,,,,,,
2018,Chile,"lead, mine",712,,,,,,,,,,,,,
2018,South Africa,"lead, refined",56000,Estimates.,,,,,,,,,,,,
2018,Tajikistan,"lead, mine",47141,,,,,,,,,,,,,
2018,Tanzania,"lead, refined",0,,,,,,,,,,,,,
2018,Finland,"lead, mine",0,,,,,,,,,,,,,
2018,Ghana,"lead, refined",2000,Years ended 31 March following that stated.,,,,,,,,,,,,
2018,Canada,"lead, refined",260956,,,,,,,,,,,,,
2018,Serbia,"lead, mine",3230,,,,,,,,,,,,,
2018,Thailand,"lead, refined",86000,,,,,,,,,,,,,
2018,Russia,"lead, mine",206100,,,,,,,,,,,,,
2018,Romania,"lead, refined",21000,,,,,,,,,,,,,
2018,Honduras,"lead, mine",9893,,,,,,,,,,,,,
2018,Bulgaria,"lead, mine",14723,,,,,,,,,,,,,
2018,Lebanon,"lead, refined",6000,Estimates.,,,,,,,,,,,,
2018,Honduras,"lead, refined",8000,Estimates.,,,,,,,,,,,,
2018,Hungary,"lead, refined",16000,,,,,,,,,,,,,
2018,Bosnia & Herzegovina,"lead, refined",1,,,,,,,,,,,,,
2018,Portugal,"lead, refined",9000,Estimates.,,,,,,,,,,,,
2018,Bosnia & Herzegovina,"lead, mine",7300,,,,,,,,,,,,,
2018,India,"lead, mine",207067,Years ended 31 March following that stated.,,,,,,,,,,,,
2018,Uganda,"lead, refined",800,Estimates.,,,,,,,,,,,,
2018,Portugal,"lead, mine",18397,,,,,,,,,,,,,
2018,Poland,"lead, refined",159470,,,,,,,,,,,,,
2018,Kosovo,"lead, mine",4694,,,,,,,,,,,,,
2018,Ukraine,"lead, refined",29755,,,,,,,,,,,,,
2018,Iran,"lead, refined",125000,,,,,,,,,,,,,
2018,Bolivia,"lead, refined",4000,Estimates.,,,,,,,,,,,,
2018,Bolivia,"lead, mine",112140,,,,,,,,,,,,,
2018,Peru,"lead, refined",15000,,,,,,,,,,,,,
2018,"Ireland, Republic of","lead, mine",16712,,,,,,,,,,,,,
2018,United Kingdom,"lead, mine",100,Estimates.|By-product of Pennine fluorspar operations.,,,,,,,,,,,,
2018,"Ireland, Republic of","lead, refined",15000,,,,,,,,,,,,,
2018,Oman,"lead, refined",10000,,,,,,,,,,,,,
2018,Japan,"lead, refined",196561,,,,,,,,,,,,,
2018,USA,"lead, refined",1140000,Excluding lead content of primary antimonial lead.,,,,,,,,,,,,
2018,Australia,"lead, refined",188800,,,,,,,,,,,,,
2018,Nigeria,"lead, refined",7000,Estimates.,,,,,,,,,,,,
2018,Uzbekistan,"lead, mine",21300,,,,,,,,,,,,,
2018,Uzbekistan,"lead, refined",22000,Estimates.,,,,,,,,,,,,
2018,Kazakhstan,"lead, mine",86400,,,,,,,,,,,,,
2018,Australia,"lead, mine",446571,,,,,,,,,,,,,
2018,Nigeria,"lead, mine",15000,Estimates.,,,,,,,,,,,,
2018,"Korea, Dem. P.R. of","lead, mine",20000,Estimates.,,,,,,,,,,,,
2018,Netherlands,"lead, refined",36000,,,,,,,,,,,,,
2018,"Korea, Dem. P.R. of","lead, refined",93000,,,,,,,,,,,,,
2018,Vietnam,"lead, mine",12100,Estimates.,,,,,,,,,,,,
2018,Vietnam,"lead, refined",32000,Estimates.,,,,,,,,,,,,
2018,Myanmar,"lead, refined",7300,Estimates.,,,,,,,,,,,,
2018,Korea (Rep. of),"lead, mine",2412,,,,,,,,,,,,,
2018,Argentina,"lead, mine",28260,,,,,,,,,,,,,
2018,Montenegro,"lead, mine",3100,,,,,,,,,,,,,
2018,China,"lead, refined",4942947,,,,,,,,,,,,,
2018,Croatia,"lead, refined",5000,Estimates.,,,,,,,,,,,,
2018,Brazil,"lead, mine",7277,,,,,,,,,,,,,
2018,Morocco,"lead, refined",8000,,,,,,,,,,,,,
2018,Colombia,"lead, refined",44000,Estimates.,,,,,,,,,,,,
2018,Kazakhstan,"lead, refined",148570,,,,,,,,,,,,,
2018,China,"lead, mine",1892173,,,,,,,,,,,,,
2018,Venezuela,"lead, refined",9600,,,,,,,,,,,,,
2018,Nepal,"lead, mine",0,Years ended 15 July of that shown.,,,,,,,,,,,,
2018,Mozambique,"lead, refined",3422,Years ended 31 March following that stated.,,,,,,,,,,,,
2018,Namibia,"lead, mine",4293,,,,,,,,,,,,,
2018,Cuba,"lead, mine",25400,Estimates.,,,,,,,,,,,,
2018,Brazil,"lead, refined",250100,,,,,,,,,,,,,
2018,Mexico,"lead, refined",433107,,,,,,,,,,,,,
2018,Israel,"lead, refined",28700,,,,,,,,,,,,,
2018,Austria,"lead, refined",27000,Estimates.,,,,,,,,,,,,
2018,Laos,"lead, mine",300,Estimates.,,,,,,,,,,,,
2018,Mexico,"lead, mine",240300,,,,,,,,,,,,,
2018,Mongolia,"lead, mine",11304,,,,,,,,,,,,,
2018,Korea (Rep. of),"lead, refined",801000,,,,,,,,,,,,,
2018,Canada,"lead, mine",17874,,,,,,,,,,,,,
2018,Costa Rica,"lead, refined",10000,,,,,,,,,,,,,
2018,Greece,"lead, mine",15376,,,,,,,,,,,,,
2018,Italy,"lead, refined",167500,,,,,,,,,,,,,
2018,Dominican Republic,"lead, refined",7000,Estimates.,,,,,,,,,,,,
2018,Myanmar,"lead, mine",45964,Years ended 31 March following that stated.,,,,,,,,,,,,
2018,Kenya,"lead, refined",1000,,,,,,,,,,,,,
2018,Morocco,"lead, mine",30339,,,,,,,,,,,,,
2018,Bulgaria,"lead, refined",102808,,,,,,,,,,,,,
2018,Greece,"lead, refined",30000,,,,,,,,,,,,,
2018,France,"lead, refined",70000,Estimates.,,,,,,,,,,,,
2018,Cuba,"lead, refined",5000,Estimates.,,,,,,,,,,,,
2018,Belgium,"lead, refined",138106,,,,,,,,,,,,,
2018,North Macedonia,"lead, mine",41902,,,,,,,,,,,,,
2018,Germany,"lead, refined",315000,Estimates.,,,,,,,,,,,,
2018,Georgia,"lead, mine",0,,,,,,,,,,,,,
2018,Iran,"lead, mine",49600,,,,,,,,,,,,,
2018,USA,"lead, mine",280000,,,,,,,,,,,,,
2018,Taiwan,"lead, refined",58000,,,,,,,,,,,,,
2018,South Africa,"lead, mine",35118,,,,,,,,,,,,,
2018,Pakistan,"lead, mine",4822,,,,,,,,,,,,,
2018,Slovenia,"lead, refined",12000,,,,,,,,,,,,,
2018,Guatemala,"lead, refined",12000,Estimates.,,,,,,,,,,,,
2018,Slovakia,"lead, refined",9000,,,,,,,,,,,,,
2018,Guatemala,"lead, mine",0,,,,,,,,,,,,,
2018,Peru,"lead, mine",289123,,,,,,,,,,,,,
2018,Slovakia,"lead, mine",114,,,,,,,,,,,,,
2018,Serbia,"lead, refined",14000,Estimates.,,,,,,,,,,,,
2018,Turkey,"lead, mine",76000,Estimates.,,,,,,,,,,,,
2018,Senegal,"lead, refined",3693,Years ended 31 March following that stated.,,,,,,,,,,,,
2018,Turkey,"lead, refined",110000,Estimates.,,,,,,,,,,,,
2018,Argentina,"lead, refined",113900,,,,,,,,,,,,,
2018,Saudi Arabia,"lead, refined",68000,Estimates.,,,,,,,,,,,,
2018,Spain,"lead, mine",9936,,,,,,,,,,,,,
2018,Russia,"lead, refined",140000,,,,,,,,,,,,,
2018,United Arab Emirates,"lead, refined",25000,,,,,,,,,,,,,
2018,Romania,"lead, mine",1200,,,,,,,,,,,,,
2018,Poland,"lead, mine",70340,,,,,,,,,,,,,
2018,Sri Lanka,"lead, refined",4700,Estimates.|Years ended 31 March following that stated.,,,,,,,,,,,,
2018,United Kingdom,"lead, refined",303000,,,,,,,,,,,,,
2018,Indonesia,"lead, mine",11400,Estimates.,,,,,,,,,,,,
2018,Algeria,"lead, refined",9000,,,,,,,,,,,,,
2018,Pakistan,"lead, refined",18000,,,,,,,,,,,,,
2018,Philippines,"lead, refined",10000,Estimates.,,,,,,,,,,,,
2018,Sweden,"lead, refined",75784,,,,,,,,,,,,,
2018,India,"lead, refined",626000,,,,,,,,,,,,,
2018,Indonesia,"lead, refined",54000,Estimates.,,,,,,,,,,,,
2019,Algeria,"lead, refined",9000,,,,,,,,,,,,,
2019,Albania,"lead, refined",3000,,,,,,,,,,,,,
2019,Slovenia,"lead, refined",12000,,,,,,,,,,,,,
2019,Sweden,"lead, refined",75327,,,,,,,,,,,,,
2019,Poland,"lead, mine",69860,,,,,,,,,,,,,
2019,Peru,"lead, mine",307021,,,,,,,,,,,,,
2019,Guatemala,"lead, refined",12000,Estimates.,,,,,,,,,,,,
2019,Taiwan,"lead, refined",70000,Estimates.,,,,,,,,,,,,
2019,United Kingdom,"lead, refined",311000,,,,,,,,,,,,,
2019,India,"lead, refined",599000,,,,,,,,,,,,,
2019,Indonesia,"lead, refined",54000,Estimates.,,,,,,,,,,,,
2019,Russia,"lead, refined",141000,,,,,,,,,,,,,
2019,USA,"lead, mine",274000,,,,,,,,,,,,,
2019,Turkey,"lead, mine",71500,Estimates.,,,,,,,,,,,,
2019,Spain,"lead, mine",11390,,,,,,,,,,,,,
2019,Serbia,"lead, refined",16000,Estimates.,,,,,,,,,,,,
